[10/6/25 07:46PM] Player picked up item: Holy symbol, id: 4682, amount: 1, owner: You	
[10/6/25 07:46PM] Player picked up item: Empty bucket, id: 3727, amount: 1, owner: You	
[10/6/25 07:48PM] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:48PM] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:48PM] Player picked up item: PVM ticket, id: 5022, amount: 7, owner: You	
[10/6/25 07:50PM] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:50PM] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:51PM] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:51PM] Player picked up item: PVM ticket, id: 5022, amount: 7, owner: You	
[10/6/25 07:51PM] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:51PM] Player picked up item: Beginner Mystery box, id: 6199, amount: 7, owner: You	
[10/6/25 07:51PM] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:51PM] Player picked up item: PVM ticket, id: 5022, amount: 7, owner: You	
[10/6/25 07:52PM] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:52PM] Player picked up item: PvM Box, id: 7956, amount: 1, owner: You	
[10/6/25 07:52PM] Player picked up item: PVM ticket, id: 5022, amount: 7, owner: You	
[10/6/25 07:52PM] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:52PM] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:53PM] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:53PM] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:53PM] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:53PM] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:53PM] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:53PM] Player picked up item: PVM ticket, id: 5022, amount: 7, owner: You	
[10/6/25 07:53PM] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:53PM] Player picked up item: PVM ticket, id: 5022, amount: 7, owner: You	
[10/6/25 07:53PM] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:54PM] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:54PM] Player picked up item: PVM ticket, id: 5022, amount: 7, owner: You	
[10/6/25 07:54PM] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:54PM] Player picked up item: PVM ticket, id: 5022, amount: 7, owner: You	
[10/6/25 07:54PM] Player picked up item: PVM ticket, id: 5022, amount: 7, owner: You	
[10/6/25 07:54PM] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:54PM] Player picked up item: PVM ticket, id: 5022, amount: 7, owner: You	
[10/6/25 07:54PM] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:54PM] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:54PM] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:54PM] Player picked up item: Beginner Mystery box, id: 6199, amount: 7, owner: You	
[10/6/25 07:54PM] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:54PM] Player picked up item: Starter bones, id: 23402, amount: 2, owner: You	
[10/6/25 07:54PM] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:54PM] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:56PM] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:57PM] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/6/25 07:57PM] Player picked up item: PvM Box, id: 7956, amount: 1, owner: You	
[10/6/25 07:57PM] Player picked up item: Starter bones, id: 23402, amount: 3, owner: You	
[10/6/25 07:57PM] Player picked up item: Starter bones, id: 23402, amount: 1, owner: You	
[10/7/25 12:52PM] Player picked up item: Holy symbol, id: 4682, amount: 1, owner: You	
[10/7/25 12:56PM] Player picked up item: Rotten food, id: 2960, amount: 3, owner: You	
[10/7/25 01:02PM] Player picked up item: Iron nails, id: 4820, amount: 10, owner: You	
[10/7/25 01:02PM] Player picked up item: Iron nails, id: 4820, amount: 10, owner: You	
[10/7/25 01:02PM] Player picked up item: PVM ticket, id: 5022, amount: 4, owner: You	
[10/7/25 01:06PM] Player picked up item: Enchanted Herb, id: 17510, amount: 1, owner: You	
[10/7/25 01:06PM] Player picked up item: Enchanted Herb, id: 17510, amount: 1, owner: You	
[10/7/25 01:07PM] Player picked up item: PVM ticket, id: 5022, amount: 30, owner: You	
[10/8/25 08:45AM] Player picked up item: Raw Fury shark, id: 17816, amount: 2, owner: You	
